number	sentence	perceptual?	pay attention to?	bearing in mind?	perceptual?IH	pay attention to?IH	bearing in mind?IH	NotesIH	perceptual?MC	pay attention to?MC	bearing in mind?MC	NotesMC	Consensus	Perc	
1000	 Er, we did it erm, er just after 1919 when er, er we started backing the white Russians and erm, before we write off erm everything the Communist er Government of er Russia has done over the last seventy years as being evil, what I think we've got to be aware of is that we may once more be unleashing the forces of nationalism, which in 1914, and I think of going up er in the period in the thirties very much lead to erm two world wars, and er I'd like to know more about er some of the forces the so called democratic forces that are backing erm Mr Yeltsin.	N		B	N		B		P		B		1	N	
1	 Becoming critically aware of one's dilemma in life without God is the first level of understanding necessary in coming to faith.	N			N		B		N	A	B	 	0		
18	 Our spiritual eyes need to be opened, that we may see into the spiritual order, and become aware of the constant activities of God.	N			N				N	A	B		0		
106	Before you begin, remember that you are the product of your thoughts and be aware of what you think.	N	A	B	N	A	B		N	A	B	I read being aware of thoughts as non-perceptual.	0		
235	 Although aware of the anxieties inherent in seeking attachments, and the risks of loss, an authentic person is likely to be aware of her or his desires to build a meaningful life, and to pursue these with commitment.	N			N				N		B		0		
577	 Yet because they are aware of the nature of market forces, they are willing to consider  regulations which would prevent anticompetitive practices and restrictions on access to the means of communications.	N		B	N		B		N		B		0		
62	 It is important to be aware of which does what and why.	N	A	B	N				N				0		
67	 The important thing is to be open to the place: let it speak to you until you become aware of its spiritual essence.	N	A	B	N	A			N				0		
121	 We're aware of that  distinction are we not?	N			N				N				0		
124	 There was no real communication, although surprisingly few people were aware of the fact	N			N				N			No information about the fact	0		
150	 But Pool is aware of everything in the Net.	N			N				N				0		
286	It is to be regretted that so few people in the county are aware of its existence.	N			N				N				0		
342	 12.8), often given when the director is least aware of it.	N			N				?				1	N	
390	 Great-Aunt Alicia would be well aware of this.	N			N				N				0		
416	Presumably the builders of the Channel Tunnel are aware of this?	N			N				N				0		
693	Nevertheless the foregoing does express the nature of the situation as it really is and people should be very well aware of it before they decide to start a family or indulge in sexual activity likely to produce a child.	N		B	N		B		N		B		0		
89	 Be aware of the ambiguities in your own writing.	N			N	A			N				0		
91	 And we're not aware of anyone else getting them.	N			N				N				0		
729	 True, Jesus of Nazareth may have been deeply aware of God; so have others been.	N			N				N				0		
296	 She only became aware of her rather foolish escapade when she found Alain towering over her, looking down at her with narrowed, amused eyes, his lips quirking very close to open laughter.	N			N				N				0		
575	 Following the Zeebrugge ferry disaster, the haulier should be aware of some of the heads of claim which might arise when such a terrible incident occurs.	N		B	N				N		B		0		
908	 However, it is prudent to become aware of the signs.	N			N			visible signs?	N		B		0	N	
888	 Feng shui attempts to be aware of the flow of energies in the landscape, choosing the best sites, in terms of those energies, for the placing of a house, tomb, or other form of development.	N		B	?				N			"Not clear that ""Feng Shui"" can really be aware of anything - or should it be read that the FS practitioner attempts to be aware?"	1	?	
299	Oppressors are aware of dis	N			N				N				0		
329	Mr Furbank is aware of this.	N			N				N				0		
578	 Believe me, I'm totally aware of that.	N		B	N				N				0		
934	 There can be no boundary between soft and hard information  being aware of the problem in relation to the proposed use of the data is what matters.	N			N				N		B		0		
478	 Just like the outside world, only in a beauty contest you are more aware of it!	?			P?				P	A			1	?	
311	 They drove back more carefully than they had come,  Rory well aware of every aching mile, all thirty-five and more of them.	P			P				P	A			0		
615	 But worse, at this point design can no longer be aware of itself for to separate the social formative and communicative-representational functions is to reduce itself, to make its activity into a variation of technical activity, unimportant in itself, important only in so far as a problem can be solved through it, a product constructed.	?			N?			nonsense	N			Not sure what this is supposed to mean	1	?	
168	 We're not aware of it today,	N			N?				N				0		
255	 Well I, I'm aware of that.	N			N?				N				0		
404	 You must be aware of that.	N			N?				N				0		
10	 Erm keeps giving little bits  erm It was when he was a child apparently, he claims to have been aware of it, you know?	N			N	?	?		N	A		Not much context	0		
382	 There is a closing sequence  now the reason that you were able to close in the manner that you did with that bloke is a natural ability, but if I've said to you to teach somebody else it you would say I cannot do it, but I can't teach somebody else, because you're not actually aware of the sequence that you're working, can you see what I'm saying to you?	N			N		B		N			Negation 	0		
